sku,brand,name,gross_weight,dimension_length,dimension_width,dimension_height,dimension_uom,volume
1001002835-1243691,BOSSARD,SLOTTED CHEESE HEAD SCREW M1.6x4 1243691 ,1.030,255,255,95,MM,6177.375
1001002835-1558471,BOSSARD,LOCK WASHER M4 1558471 ,1.030,255,255,95,MM,6177.375
1001002835-1295152,BOSSARD,TAB WASHER 10.5 1295152 ,1.030,255,255,95,MM,6177.375
1001002835-1294490,BOSSARD,TAB WASHER 10.5 1294490 ,1.030,255,255,95,MM,6177.375
1001002835-1294504,BOSSARD,TAB WASHER 13 1294504 ,1.030,255,255,95,MM,6177.375
1001002835-1292854,BOSSARD,CIRCLIP 3.5 1292854 ,1.030,255,255,95,MM,6177.375
1001002835-1292897,BOSSARD,CIRCLIP 5.5 1292897 ,1.030,255,255,95,MM,6177.375
1001002835-1187309,BOSSARD,sealing ring A 14x18 1187309 ,1.030,255,255,95,MM,6177.375
1001000401-DMX-EA2-00-1L005A00,DATAMAX,DESKTOP PRINTER DATAMAX E-4205A MARK III,5.465,390,295,285,MM,32789.25
1001002810-0601445000,BOSCH,PROFESSIONAL DRYWALL SCRW GSR 6-25 TE,2.705,280,280,207,MM,16228.8
1002005855-100101030137,POWERPACK,WRAPPING MACHINE 45.2CM 220V / 50Hz,8.700,500,580,180,MM,52200
1001002796-7000000485,3M,FOAM COMPOUNDING PAD 8 IN 5723,0.962,248.44,248.44,93.5,MM,5771.047542
1001002796-7000002549,3M,PEDIATRIC STETHOSCOPE RD28 IN 2113R,1.002,740,129,63,MM,6013.98
1001002796-7000002548,3M,PEDIATRIC STETHOSCOPE BLK28 IN 2113,1.002,740,129,63,MM,6013.98
1001002794-42-919-20,STANLEY,PRO 180 LEVELS 16INC 42-919-20,0.996,250,405,59,MM,5973.75
1001002784-ABR-0099-01,3M,SANDING PADS 7447 S/B MAROON 6X9 INC,1.329,152,229,229,MM,7971.032
1001002784-ABR-0102,3M,SANDING PADS 7448 S/B GREY 6X9 INC,1.329,152,229,229,MM,7971.032
1001002794-87-718-3,STANLEY,DBL OPEN END WRNC SET (6-32 MM) 87-718-3,2.042,35,35,10,CM,12250
1001002794-87-716-3,STANLEY,DBL OPEN END WRNC SET (6-24 MM) 87-716-3,2.042,35,35,10,CM,12250
1001002794-87-716-1-22,STANLEY,WR SET O/E SL 6PC MET 87-716-1-22,2.042,35,35,10,CM,12250
1001002794-87-712-22,STANLEY,WR SET O/E SL 7PC IMP 87-712-22,2.042,35,35,10,CM,12250
1001002794-87-718-1-22,STANLEY,WR SET O/E SL 8PC MET 87-718-1-22,2.042,35,35,10,CM,12250
1001002796-7000002928,3M,S.E. STETHOSCOPE COPPER CLT28 IN 2820CPR,1.002,740,129,63,MM,6013.98
1001002796-7000002926,3M,S.E. STETHOSCOPE BRASS BLK28 IN 2201BRS,1.002,740,129,63,MM,6013.98
1001002796-7000000484,3M,PERFECT-IT FOAM POLISHING PAD 8 IN 5725,0.963,233.2,106.2,233.2,MM,5775.393888
1001002796-7000002837,3M,MASTER CLSC II STETHOSCOPE BL27 IN 2633,1.002,740,129,63,MM,6013.98
1001002796-7000030165,3M,MASTER CLSC II STETHOSCOPE BLK27 IN 2141,1.002,740,129,63,MM,6013.98
1001002797-33361 CEILING LED 6W CDL/WW,PHILIPS,LED 33361 CEILING LED 6W CDL/WW,0.926,274,74,274,MM,5555.624
1001002796-7000043146,3M,SOUND DEADENING PADS 500X500 MM 08840,1.615,530,530,34.5,MM,9691.05
1001002796-7100002211,3M,CARDIOLOGY III STETHOSCOPE BLK27 IN 3128,1.002,740,129,63,MM,6013.98
1001002796-7100002295,3M,CARDIOLOGY III STETHOSCOPE BGD27 IN 3129,1.002,740,129,63,MM,6013.98
1001002835-1174347,BOSSARD,blind rivet nut M6 UT/FES4.5 1174347 ,1.030,255,255,95,MM,6177.375
1001002835-1667505,BOSSARD,blind rivet nut M4 UT/FEKS3 1667505 ,1.030,255,255,95,MM,6177.375
1001002835-1090372,BOSSARD,hexagon jam nut B M16 1090372 ,1.030,255,255,95,MM,6177.375
1001002835-1089706,BOSSARD,hexagon nut M30 1089706 ,1.030,255,255,95,MM,6177.375
1001002835-1266683,BOSSARD,hexagon nut M36 1266683 ,1.030,255,255,95,MM,6177.375
1001002835-1266748,BOSSARD,hexagon nut M39 1266748 ,1.030,255,255,95,MM,6177.375
1001002835-1432079,BOSSARD,hexagon nut M42 1432079 ,1.030,255,255,95,MM,6177.375
1001002835-1076655,BOSSARD,hexagon nut M36 1076655 ,1.030,255,255,95,MM,6177.375
1001002835-1211285,BOSSARD,hexagon locking nut M16 1211285 ,1.030,255,255,95,MM,6177.375
1001002835-1138227,BOSSARD,hexagon nut M4 1138227 ,1.030,255,255,95,MM,6177.375
1001002835-1138243,BOSSARD,hexagon nut M5 1138243 ,1.030,255,255,95,MM,6177.375
1001002835-1538241,BOSSARD,cage nut M4x0.7-1.6 1538241 ,1.030,255,255,95,MM,6177.375
1001002835-1099183,BOSSARD,wing nut M6 1099183 ,1.030,255,255,95,MM,6177.375
1001002835-1288652,BOSSARD,RETAINING RING FOR BORE 12x1 1288652 ,1.030,255,255,95,MM,6177.375
1001002835-1288725,BOSSARD,RETAINING RING FOR BORE 19x1 1288725 ,1.030,255,255,95,MM,6177.375
1001002835-1288784,BOSSARD,RETAINING RING FOR BORE 24x1.2 1288784 ,1.030,255,255,95,MM,6177.375
1001002835-1288806,BOSSARD,RETAINING RING FOR BORE 26x1.2 1288806 ,1.030,255,255,95,MM,6177.375
1001002835-1288822,BOSSARD,RETAINING RING FOR BORE 28x1.2 1288822 ,1.030,255,255,95,MM,6177.375
1001002835-1288849,BOSSARD,RETAINING RING FOR BORE 30x1.2 1288849 ,1.030,255,255,95,MM,6177.375
1001002835-1288865,BOSSARD,RETAINING RING FOR BORE 32x1.2 1288865 ,1.030,255,255,95,MM,6177.375
1001002835-1288881,BOSSARD,RETAINING RING FOR BORE 35x1.5 1288881 ,1.030,255,255,95,MM,6177.375
1001002835-1288911,BOSSARD,RETAINING RING FOR BORE 37x1.5 1288911 ,1.030,255,255,95,MM,6177.375
1001002835-1288946,BOSSARD,RETAINING RING FOR BORE 40x1.75 1288946 ,1.030,255,255,95,MM,6177.375
1001002835-1288954,BOSSARD,RETAINING RING FOR BORE 42x1.75 1288954 ,1.030,255,255,95,MM,6177.375
1001002835-1288962,BOSSARD,RETAINING RING FOR BORE 45x1.75 1288962 ,1.030,255,255,95,MM,6177.375
1001002835-1289381,BOSSARD,RETAINING RING FOR BORE 52x2 1289381 ,1.030,255,255,95,MM,6177.375
1001002835-1289403,BOSSARD,RETAINING RING FOR BORE 55x2 1289403 ,1.030,255,255,95,MM,6177.375
1001002835-1289446,BOSSARD,RETAINING RING FOR BORE 60x2 1289446 ,1.030,255,255,95,MM,6177.375
1001002835-1289454,BOSSARD,RETAINING RING FOR BORE 62x2 1289454 ,1.030,255,255,95,MM,6177.375
1001002835-1289470,BOSSARD,RETAINING RING FOR BORE 65x2.5 1289470 ,1.030,255,255,95,MM,6177.375
1001002835-1291807,BOSSARD,V-RETAINING RING FOR BORE 35x1.5 1291807,1.030,255,255,95,MM,6177.375
1001002835-1000195,BOSSARD,HEX SOC HEAD CAP SCREW M4x12 1000195,1.030,255,255,95,MM,6177.375
1001002835-1000330,BOSSARD,HEX SOC HEAD CAP SCREW M5x6 1000330,1.030,255,255,95,MM,6177.375
1001002835-1003828,BOSSARD,HEX SOC HEAD CAP SCREW M3x16 1003828,1.030,255,255,95,MM,6177.375
1001002835-1003887,BOSSARD,HEX SOC HEAD CAP SCREW M4x5 1003887,1.030,255,255,95,MM,6177.375
1001002835-1003895,BOSSARD,HEX SOC HEAD CAP SCREW M4x6 1003895,1.030,255,255,95,MM,6177.375
1001002835-1003917,BOSSARD,HEX SOC HEAD CAP SCREW M4x10 1003917,1.030,255,255,95,MM,6177.375
1001002835-1005073,BOSSARD,HEX SOC HEAD CAP SCREW M12x20 1005073,1.030,255,255,95,MM,6177.375
1001002835-1301721,BOSSARD,HEX SOC HEAD CAP SCREW M12x45 1301721,1.030,255,255,95,MM,6177.375
1001002835-1005367,BOSSARD,HEX SOC HEAD CAP SCREW M14x45 1005367,1.030,255,255,95,MM,6177.375
1001002835-1005510,BOSSARD,HEX SOC HEAD CAP SCREW M16x35 1005510,1.030,255,255,95,MM,6177.375
1001002835-1189832,BOSSARD,HEX SOC HEAD CAP SCREW M8x20 1189832,1.030,255,255,95,MM,6177.375
1001002835-1575686,BOSSARD,HEX SOC HEAD CAP SCREW M4x12 1575686,1.030,255,255,95,MM,6177.375
1001002835-1415840,BOSSARD,HEX SOC HEAD CAP SCREW M3x35 1415840,1.030,255,255,95,MM,6177.375
1001002835-1009575,BOSSARD,HEX SOC HEAD CAP SCREW M14x140 1009575 ,1.030,255,255,95,MM,6177.375
1001002835-1010441,BOSSARD,HEX SOC HEAD CAP SCREW M20x110 1010441 ,1.030,255,255,95,MM,6177.375
1001002835-1010875,BOSSARD,HEX SOC HEAD CAP SCREW M24x110 1010875 ,1.030,255,255,95,MM,6177.375
1001002835-1010921,BOSSARD,HEX SOC HEAD CAP SCREW M24x160 1010921 ,1.030,255,255,95,MM,6177.375
1001002835-1010948,BOSSARD,HEX SOC HEAD CAP SCREW M24x180 1010948 ,1.030,255,255,95,MM,6177.375
1001002835-1678620,BOSSARD,CIRCLIP 4 1678620 ,1.030,255,255,95,MM,6177.375
1001002835-1678639,BOSSARD,CIRCLIP 5 1678639 ,1.030,255,255,95,MM,6177.375
1001002835-1678647,BOSSARD,CIRCLIP 6 1678647 ,1.030,255,255,95,MM,6177.375
1001002794-29-480-1-23,STANLEY,MINI ROLLER KIT 29-480-1-23,1.267,250,380,80,MM,7600
1001002796-7000002633,3M,MSTR CARDIOLOGY STETHOSCOPE 27 IN 2163,1.002,740,129,63,MM,6013.98
1001002796-7000030147,3M,MSTR CARDIOLOGY STETHOSCOPE BLK27 IN,1.002,740,129,63,MM,6013.98
1001002796-7100036542,3M,CLSC III STETHOSCOPE BLK27 IN 5620,1.002,740,129,63,MM,6013.98
1001002797-HPI-T 1000W E40,PHILIPS,LIGHT BULBS HPI-T 1000W E40,1.222,382,240,80,MM,7334.4
1001002804-0 3810 8034,AEG,3 MODE SDS PLUS ROTARY HAMMER KH 26 E,3.970,476,136,368,MM,23822.848
1001002798-TZE-262,BROTHER,TZE-262 RED ON WHITE,0.878,246,183,117,MM,5267.106
1001002794-93-544-23,STANLEY,GENERAL PURPOSE BOX W TRAY Y/B 93-544-23,2.437,430,178,191,MM,14619.14
1001002826-D25012K-B1,DEWALT,ROTARY HAMMER 22MM 2MODE SDS D25012K-B1,3.876,431,355,152,MM,23256.76
1001002826-D25032K-B1,DEWALT,ROTARY HAMMER 22MM 2MODE SDS D25032K-B1,3.876,431,355,152,MM,23256.76
1001002796-SP-2R100,3M,SAFETY SPLASH GOGGLE CLEAR LENS 334AF,1.832,403,220,124,MM,10993.84
1001002794-15-265-23,STANLEY,RUBBER GRIP HACKSAW 15-265-23,1.554,483,152,127,MM,9323.832
1001002796-7000040162,3M,SCOTCH MOUNTING TAPE- 24 X 3000 MM 110,0.854,308,308,54,MM,5122.656
1001002794-94-192-23,STANLEY,CANTILEVER METAL TB-3 TRAY Y/B 94-192-23,2.773,466,210,170,MM,16636.2
1001002804-0 3960 0364,AEG,SHEET ORBITAL SANDER 1/3 FS 185 E,2.622,360,190,230,MM,15732
1001002796-710009606,3M,DOUBLE COATED FOAM TAPE 18X4500MM 4032,0.778,311.94,311.94,48,MM,4670.715053
1001002794-29-044-1-23,STANLEY,RLLR FRAME 7INC CAGEX1/2INC 29-044-1-23,0.868,210,310,80,MM,5208
1002005855-200218010157,FOMAC,GAS DEEP FRYER 17L,24.678,340,670,650,MM,148070
1001002794-39-133,STANLEY,STANLEY TAPE KEY CHAIN 39-133,1.873,262,165,260,MM,11239.8
1001002796-IP-3F181,3M,AFT ACRYLIC FOAM TAPE 24X33000MM 5666,0.731,285,285,54,MM,4386.15
1001002835-1445804,BOSSARD,slotted round nuts for hook spanner M40x1.5 1445804 ,1.030,255,255,95,MM,6177.375
1001002835-1398938,BOSSARD,hexagon flange nut M8 1398938 ,1.030,255,255,95,MM,6177.375
1001002835-1193821,BOSSARD,hexagon flange nut M4 1193821 ,1.030,255,255,95,MM,6177.375
1001002835-1001310,BOSSARD,HEX SOC HEAD CAP SCREW M10x40 1001310,1.030,255,255,95,MM,6177.375
1001002835-1003968,BOSSARD,HEX SOC HEAD CAP SCREW M4x18 1003968,1.030,255,255,95,MM,6177.375
1001002835-1003976,BOSSARD,HEX SOC HEAD CAP SCREW M4x20 1003976,1.030,255,255,95,MM,6177.375
1001002835-1005537,BOSSARD,HEX SOC HEAD CAP SCREW M16x45 1005537,1.030,255,255,95,MM,6177.375
1001002835-1005545,BOSSARD,HEX SOC HEAD CAP SCREW M16x50 1005545,1.030,255,255,95,MM,6177.375
1001002835-1005820,BOSSARD,HEX SOC HEAD CAP SCREW M20x40 1005820,1.030,255,255,95,MM,6177.375
1001002796-7100006972,3M,DOUBLECOATED PE FOAMTAPE 23X4000MM 1600T,0.860,311.94,311.94,53,MM,5157.247871
1001000401-DMX-EA3-00-0LG01A00,DATAMAX,PRITER BARCODE E-4305A MARK III,5.465,390,295,285,MM,32789.25
1001002796-7000042720,3M,HOOK-IT BACKUP PAD 7 IN 5717,0.928,278.92,207.8,96.04,MM,5566.437679
1001002787-M-14,BANDO,GREEN SEAL BANDO 10MM M-14,0.667,20,20,10,CM,4000
1001002787-M-15,BANDO,GREEN SEAL BANDO 10MM M-15,0.667,20,20,10,CM,4000
1001002787-M-16,BANDO,GREEN SEAL BANDO 10MM M-16,0.667,20,20,10,CM,4000
1001002787-M-17,BANDO,GREEN SEAL BANDO 10MM M-17,0.667,20,20,10,CM,4000
1001002787-M-18,BANDO,GREEN SEAL BANDO 10MM M-18,0.667,20,20,10,CM,4000
1001002787-M-19,BANDO,GREEN SEAL BANDO 10MM M-19,0.667,20,20,10,CM,4000
1001002831-PD05P-ARS-PTT-B,INGERSOLL RAND,DIAPHRAGM PUMP OEM PP PD05P-ARS-PTT-B,3.600,36,30,20,CM,21600
1001002787-M-20,BANDO,GREEN SEAL BANDO 10MM M-20,0.667,20,20,10,CM,4000
1001002787-M-21,BANDO,GREEN SEAL BANDO 10MM M-21,0.667,20,20,10,CM,4000
1001002787-M-22,BANDO,GREEN SEAL BANDO 10MM M-22,0.667,20,20,10,CM,4000
1001002787-M-23,BANDO,GREEN SEAL BANDO 10MM M-23,0.667,20,20,10,CM,4000
1001002787-M-24,BANDO,GREEN SEAL BANDO 10MM M-24,0.667,20,20,10,CM,4000
1001002787-M-24.5,BANDO,GREEN SEAL BANDO 10MM M-24.5,0.667,20,20,10,CM,4000
1001002787-M-25,BANDO,GREEN SEAL BANDO 10MM M-25,0.667,20,20,10,CM,4000
1001002787-M-26,BANDO,GREEN SEAL BANDO 10MM M-26,0.667,20,20,10,CM,4000
1001002787-SPZ-562,BANDO,SP TYPE BANDO 9.5MM SPZ-562,0.667,20,20,10,CM,4000
1001002797-ESS.LED 4.2W 2700K/6500K MR16,PHILIPS,LED ESS.LED 4.2W 2700K/6500K MR16,0.750,200,150,150,MM,4500
1001002797-ESS.LED 5.4W 2700K/6500K MR16,PHILIPS,LED ESS.LED 5.4W 2700K/6500K MR16,0.750,200,150,150,MM,4500
1001002787-M-26.5,BANDO,GREEN SEAL BANDO 10MM M-26.5,0.667,20,20,10,CM,4000
1001002787-M-27,BANDO,GREEN SEAL BANDO 10MM M-27,0.667,20,20,10,CM,4000
1001002787-M-28,BANDO,GREEN SEAL BANDO 10MM M-28,0.667,20,20,10,CM,4000
1001002787-M-28.5,BANDO,GREEN SEAL BANDO 10MM M-28.5,0.667,20,20,10,CM,4000
1001002787-M-29,BANDO,GREEN SEAL BANDO 10MM M-29,0.667,20,20,10,CM,4000
1001002787-M-29.5,BANDO,GREEN SEAL BANDO 10MM M-29.5,0.667,20,20,10,CM,4000
1001002787-M-30,BANDO,GREEN SEAL BANDO 10MM M-30,0.667,20,20,10,CM,4000
1001002787-M-31,BANDO,GREEN SEAL BANDO 10MM M-31,0.667,20,20,10,CM,4000
1001002787-M-32,BANDO,GREEN SEAL BANDO 10MM M-32,0.667,20,20,10,CM,4000
1001002787-SPZ-612,BANDO,SP TYPE BANDO 9.5MM SPZ-612,0.667,20,20,10,CM,4000
1001002787-SPZ-637,BANDO,SP TYPE BANDO 9.5MM SPZ-637,0.667,20,20,10,CM,4000
1001000368-GF-73,GETRA,GAS DEEP FRYER 10L GF-73,19.818,55,47,46,CM,118910
1001002796-IP-3F131,3M,AFT ACRYLIC FOAM TAPE 20X33000MM 5666,0.677,285,285,50,MM,4061.25
1001000368-NCJBT-200HC,GETRA,ELECTRIC WARMER 500W NCJBT-200HC,5.711,47,40.5,18,CM,34263
1001002787-M-33,BANDO,GREEN SEAL BANDO 10MM M-33,0.667,20,20,10,CM,4000
1001002787-M-34,BANDO,GREEN SEAL BANDO 10MM M-34,0.667,20,20,10,CM,4000
1001002787-M-35,BANDO,GREEN SEAL BANDO 10MM M-35,0.667,20,20,10,CM,4000
1001002787-M-36,BANDO,GREEN SEAL BANDO 10MM M-36,0.667,20,20,10,CM,4000
1001002787-M-37,BANDO,GREEN SEAL BANDO 10MM M-37,0.667,20,20,10,CM,4000
1001002787-M-38,BANDO,GREEN SEAL BANDO 10MM M-38,0.667,20,20,10,CM,4000
1001002787-M-39,BANDO,GREEN SEAL BANDO 10MM M-39,0.667,20,20,10,CM,4000
1001002787-SPZ-737,BANDO,SP TYPE BANDO 9.5MM SPZ-737,0.667,20,20,10,CM,4000
1001002787-SPZ-760,BANDO,SP TYPE BANDO 9.5MM SPZ-760,0.667,20,20,10,CM,4000
1001002787-SPZ-775,BANDO,SP TYPE BANDO 9.5MM SPZ-775,0.667,20,20,10,CM,4000
1001002787-SPZ-837,BANDO,SP TYPE BANDO 9.5MM SPZ-837,0.667,20,20,10,CM,4000
1001002787-SPZ-850,BANDO,SP TYPE BANDO 9.5MM SPZ-850,0.667,20,20,10,CM,4000
1001002787-A-17,BANDO,GREEN SEAL BANDO 12.7MM A-17,0.667,20,20,10,CM,4000
1001002787-A-18,BANDO,GREEN SEAL BANDO 12.7MM A-18,0.667,20,20,10,CM,4000
1001002787-A-19,BANDO,GREEN SEAL BANDO 12.7MM A-19,0.667,20,20,10,CM,4000
1001002796-IP-3A1110,3M,DOUBLE COATED FOAM TAPE 12X4500MM 4032,0.681,311.94,311.94,42,MM,4086.875671
1001002787-A-20,BANDO,GREEN SEAL BANDO 12.7MM A-20,0.667,20,20,10,CM,4000
1001002787-M-40,BANDO,GREEN SEAL BANDO 10MM M-40,0.667,20,20,10,CM,4000
1001002787-M-41,BANDO,GREEN SEAL BANDO 10MM M-41,0.667,20,20,10,CM,4000
1001002787-M-42,BANDO,GREEN SEAL BANDO 10MM M-42,0.667,20,20,10,CM,4000
1001002787-M-43,BANDO,GREEN SEAL BANDO 10MM M-43,0.667,20,20,10,CM,4000
1001002787-M-44,BANDO,GREEN SEAL BANDO 10MM M-44,0.667,20,20,10,CM,4000
1001002787-M-45,BANDO,GREEN SEAL BANDO 10MM M-45,0.667,20,20,10,CM,4000
1001002787-SPZ-887,BANDO,SP TYPE BANDO 9.5MM SPZ-887,0.667,20,20,10,CM,4000
1001002787-SPZ-940,BANDO,SP TYPE BANDO 9.5MM SPZ-940,0.667,20,20,10,CM,4000
1001002787-SPZ-950,BANDO,SP TYPE BANDO 9.5MM SPZ-950,0.667,20,20,10,CM,4000
1001002787-A-21,BANDO,GREEN SEAL BANDO 12.7MM A-21,0.667,20,20,10,CM,4000
1001002787-A-22,BANDO,GREEN SEAL BANDO 12.7MM A-22,0.667,20,20,10,CM,4000
1001002831-PD10P-FPS-PTT,INGERSOLL RAND,DIAPHRAGM PUMP OEM PP PD10P-FPS-PTT,11.385,46,33,45,CM,68310
1001002787-A-23,BANDO,GREEN SEAL BANDO 12.7MM A-23,0.667,20,20,10,CM,4000
1001002787-M-46,BANDO,GREEN SEAL BANDO 10MM M-46,0.667,20,20,10,CM,4000
1001002787-M-47,BANDO,GREEN SEAL BANDO 10MM M-47,0.667,20,20,10,CM,4000
1001002787-M-48,BANDO,GREEN SEAL BANDO 10MM M-48,0.667,20,20,10,CM,4000
1001002787-M-49,BANDO,GREEN SEAL BANDO 10MM M-49,0.667,20,20,10,CM,4000
1001002787-M-50,BANDO,GREEN SEAL BANDO 10MM M-50,0.667,20,20,10,CM,4000
1001002787-M-51,BANDO,GREEN SEAL BANDO 10MM M-51,0.667,20,20,10,CM,4000
1001002787-M-52,BANDO,GREEN SEAL BANDO 10MM M-52,0.667,20,20,10,CM,4000
1001002787-A-23 (RS),BANDO,RED SEAL BANDO 12.7MM A-23 (RS),0.667,20,20,10,CM,4000
1001002787-A-24 (RS),BANDO,RED SEAL BANDO 12.7MM A-24 (RS),0.667,20,20,10,CM,4000
1001002787-SPZ-1000,BANDO,SP TYPE BANDO 9.5MM SPZ-1000,0.667,20,20,10,CM,4000
1001002787-SPZ-1012,BANDO,SP TYPE BANDO 9.5MM SPZ-1012,0.667,20,20,10,CM,4000
1001002787-SPZ-1024,BANDO,SP TYPE BANDO 9.5MM SPZ-1024,0.667,20,20,10,CM,4000
1001002787-SPZ-1030,BANDO,SP TYPE BANDO 9.5MM SPZ-1030,0.667,20,20,10,CM,4000
1001002787-SPZ-1037,BANDO,SP TYPE BANDO 9.5MM SPZ-1037,0.667,20,20,10,CM,4000
1001002787-SPZ-1060,BANDO,SP TYPE BANDO 9.5MM SPZ-1060,0.667,20,20,10,CM,4000
1001002787-SPZ-1077,BANDO,SP TYPE BANDO 9.5MM SPZ-1077,0.667,20,20,10,CM,4000
1001002787-SPZ-1087,BANDO,SP TYPE BANDO 9.5MM SPZ-1087,0.667,20,20,10,CM,4000
1001002787-SPZ-1100,BANDO,SP TYPE BANDO 9.5MM SPZ-1100,0.667,20,20,10,CM,4000
1001002787-SPZ-1112,BANDO,SP TYPE BANDO 9.5MM SPZ-1112,0.667,20,20,10,CM,4000
1001002787-SPZ-1137,BANDO,SP TYPE BANDO 9.5MM SPZ-1137,0.667,20,20,10,CM,4000
1001002787-SPZ-1140,BANDO,SP TYPE BANDO 9.5MM SPZ-1140,0.667,20,20,10,CM,4000
1001002787-A-24,BANDO,GREEN SEAL BANDO 12.7MM A-24,0.667,20,20,10,CM,4000
1001002787-A-25,BANDO,GREEN SEAL BANDO 12.7MM A-25,0.667,20,20,10,CM,4000
1001002787-A-26,BANDO,GREEN SEAL BANDO 12.7MM A-26,0.667,20,20,10,CM,4000
1001002787-M-53,BANDO,GREEN SEAL BANDO 10MM M-53,0.667,20,20,10,CM,4000
1001002787-M-54,BANDO,GREEN SEAL BANDO 10MM M-54,0.667,20,20,10,CM,4000
1001002787-M-55,BANDO,GREEN SEAL BANDO 10MM M-55,0.667,20,20,10,CM,4000
1001002787-M-56,BANDO,GREEN SEAL BANDO 10MM M-56,0.667,20,20,10,CM,4000
1001002787-M-57,BANDO,GREEN SEAL BANDO 10MM M-57,0.667,20,20,10,CM,4000
1001002787-M-58,BANDO,GREEN SEAL BANDO 10MM M-58,0.667,20,20,10,CM,4000
1001002787-M-59,BANDO,GREEN SEAL BANDO 10MM M-59,0.667,20,20,10,CM,4000
1001002787-SPZ-1150,BANDO,SP TYPE BANDO 9.5MM SPZ-1150,0.667,20,20,10,CM,4000
1001002787-SPZ-1162,BANDO,SP TYPE BANDO 9.5MM SPZ-1162,0.667,20,20,10,CM,4000
1001002787-SPZ-1180,BANDO,SP TYPE BANDO 9.5MM SPZ-1180,0.667,20,20,10,CM,4000
1001002787-SPZ-1187,BANDO,SP TYPE BANDO 9.5MM SPZ-1187,0.667,20,20,10,CM,4000
1001002787-SPZ-1200,BANDO,SP TYPE BANDO 9.5MM SPZ-1200,0.667,20,20,10,CM,4000
1001002787-SPZ-1202,BANDO,SP TYPE BANDO 9.5MM SPZ-1202,0.667,20,20,10,CM,4000
1001002787-SPZ-1212,BANDO,SP TYPE BANDO 9.5MM SPZ-1212,0.667,20,20,10,CM,4000
1001002787-SPZ-1250,BANDO,SP TYPE BANDO 9.5MM SPZ-1250,0.667,20,20,10,CM,4000
1001002787-SPZ-1277,BANDO,SP TYPE BANDO 9.5MM SPZ-1277,0.667,20,20,10,CM,4000
1001002787-SPZ-1280,BANDO,SP TYPE BANDO 9.5MM SPZ-1280,0.667,20,20,10,CM,4000
1001002796-7100044351,3M,PERFECT-IT III AUTO DETAILING CLOTH 6016,0.738,334.8,385.6,34.3,MM,4428.091584
1001002796-7100046365,3M,MICROFIBER DETAIL CLOTH 12X14IN 39016,0.738,334.8,385.6,34.3,MM,4428.091584
1001002787-A-27,BANDO,GREEN SEAL BANDO 12.7MM A-27,0.667,20,20,10,CM,4000
1001002787-A-28,BANDO,GREEN SEAL BANDO 12.7MM A-28,0.667,20,20,10,CM,4000
1001002798-TZE-263,BROTHER,TZE-263 BLUE ON WHITE,0.672,240,140,120,MM,4032
1001002787-A-29,BANDO,GREEN SEAL BANDO 12.7MM A-29,0.667,20,20,10,CM,4000
1001002787-M-60,BANDO,GREEN SEAL BANDO 10MM M-60,0.667,20,20,10,CM,4000
1001002787-A-31 (RS),BANDO,RED SEAL BANDO 12.7MM A-31 (RS),0.667,20,20,10,CM,4000
1001002787-A-32 (RS),BANDO,RED SEAL BANDO 12.7MM A-32 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-707,BANDO,SP TYPE BANDO 12.5MM SPA-707,0.667,20,20,10,CM,4000
1001002787-SPA-732,BANDO,SP TYPE BANDO 12.5MM SPA-732,0.667,20,20,10,CM,4000
1001002787-SPZ-1287,BANDO,SP TYPE BANDO 9.5MM SPZ-1287,0.667,20,20,10,CM,4000
1001002787-SPZ-1300,BANDO,SP TYPE BANDO 9.5MM SPZ-1300,0.667,20,20,10,CM,4000
1001002787-SPZ-1320,BANDO,SP TYPE BANDO 9.5MM SPZ-1320,0.667,20,20,10,CM,4000
1001002787-SPZ-1332,BANDO,SP TYPE BANDO 9.5MM SPZ-1332,0.667,20,20,10,CM,4000
1001002787-SPZ-1337,BANDO,SP TYPE BANDO 9.5MM SPZ-1337,0.667,20,20,10,CM,4000
1001002787-SPZ-1347,BANDO,SP TYPE BANDO 9.5MM SPZ-1347,0.667,20,20,10,CM,4000
1001002787-SPZ-1360,BANDO,SP TYPE BANDO 9.5MM SPZ-1360,0.667,20,20,10,CM,4000
1001002787-SPZ-1400,BANDO,SP TYPE BANDO 9.5MM SPZ-1400,0.667,20,20,10,CM,4000
1001002787-SPZ-1420,BANDO,SP TYPE BANDO 9.5MM SPZ-1420,0.667,20,20,10,CM,4000
1001002787-A-30,BANDO,GREEN SEAL BANDO 12.7MM A-30,0.667,20,20,10,CM,4000
1001002810-1600A001RP,BOSCH,CARRYING CASE SYSTEM LBOXX 102,3.077,442,117,357,MM,18461.898
1001002787-A-31,BANDO,GREEN SEAL BANDO 12.7MM A-31,0.667,20,20,10,CM,4000
1001002798-TZE-461,BROTHER,TZE-461 BLACK ON RED,0.672,240,140,120,MM,4032
1001002787-A-32,BANDO,GREEN SEAL BANDO 12.7MM A-32,0.667,20,20,10,CM,4000
1001002835-1004093,BOSSARD,HEX SOC HEAD CAP SCREW M5x14 1004093,1.030,255,255,95,MM,6177.375
1001002835-1004107,BOSSARD,HEX SOC HEAD CAP SCREW M5x16 1004107,1.030,255,255,95,MM,6177.375
1001002835-1004298,BOSSARD,HEX SOC HEAD CAP SCREW M6x14 1004298,1.030,255,255,95,MM,6177.375
